text,Class
"මිනිස්සු ආසයි වැස්සට තෙමෙන්න , වැස්ස දිහා බලාගෙන ඉන්න.

සමහර මිනිස්සු ජීවිතේට එකතු වෙනකොටත් එහෙමයි.
වැස්ස වගේ කඩාගෙ… https://t.co/UWsV4nVLvg",Neutral
"උඹනන් මෝඩ නෑ, උඹලව විශ්වාසකරන මේ මිනිස්සු මෝඩය්!

#GoHomeRajapaksas #GetSrilankaBack https://t.co/X1oSE4VCbq",Neutral
"නාකි ගෑණුන්ට ටෝක් කරන.. වටේ පිටේ කාමර වල උන්ගෙ වැරදි සොයන, ගෑනු නාන විට වල්ල එලියට දාගෙන නාන්න එන, සහ එකා එකා එක්ක… https://t.co/eQl1aztSxy",Neutral
සමහර මිනිස්සු තාම දන්නෙවත් නෑ රටේ මොනාද වෙන්නේ කියලා 🙂,Neutral
පැය 7 ක් ලයිට් කැපන්නේ මුන් මිනිස්සු වැඩක් කරගන්නා කාලේ මෝඩ හැත්ත,Neutral
"සමහර මිනිස්සු කසාදයෙදි
සල්ලි වෙනුවෙන් ආදරය උකස් කරනවා
මං දැකලා තියෙනවා..!

🙂💔",Neutral
මහා කපටි මිනිස්සු අප්පා ඉන්නේ,Neutral
"හැමෝම කරන දේ නෙමෙයි තමන් විශ්වාස කරන දේ 
කරපු මිනිස්සු තමයි 
මහපොළොව උඩ චරිත උනේ
✌",Neutral
"හොදම දේවල් පුරවා ගන්නවට
වඩා තියෙන දේවල් වලින් සැනසෙන මිනිස්සු තමා
මේ ලෝකෙ වැඩි පුරම
සතුටින් ඉන්නේ ✌",Neutral
"හැමෝම කරන දේ නෙමෙයි තමන් විශ්වාස කරන දේ 
කරපු මිනිස්සු තමයි 
මහපොළොව උඩ චරිත උනේ",Neutral
"හොදම දේවල් පුරවා ගන්නවට
වඩා තියෙන දේවල් වලින් සැනසෙන මිනිස්සු තමා
මේ ලෝකෙ වැඩි පුරම
සතුටින් ඉන්නේ",Neutral
පිස්සු නැටුවා කියන්න එපා මිනිස්සු වෙන දෙයක් හිතයි https://t.co/WfeiEcd9U2 | @Siyatha_TV #siyathafm #SriLanka,Neutral
"ශ්‍රී ලංකාව චීනයෙන් ණය ගන්නේ ණය ගෙවීමට ය. මූල්‍ය අර්බුදය නිසා මිනිස්සු ගිනි ගන්න හදනවා. ලංකාවේ හැමතැනම බෙහෙත්, ගෑස්… https://t.co/EsLLABFqnl",Neutral
පව්. මිනිස්සු දැන දැනම රැවටෙනවා !,Neutral
අපේ ලංකාවේ මිනිස්සු හරි දක්ෂයි තමන් නැතුව වෙන කාට හරි වරද පටවලා නිදහස් වෙන්න. No responsibility whatsoever! හරියයිද ඉතින් රටක් හැටියට!,Neutral
"මුන් හිතාන ඉන්නෙ හෙන සෙලිබිරිටිලා කියලා, පෝස්ට් දැම්මාම මිනිස්සු මෙයාලව අනුකරණය කරයි කියලා https://t.co/Vmas2PWXMn",Hatespeech
සමහර මිනිස්සු කසාදයෙදි සල්ලි වෙනුවෙන් ආදරය උකස් කරනවා... 🙂💔,Neutral
බෙහෙත් නැතුව operations කරන්න බැරි මට්ටමට වැටිලා මාර දුකයි රට ගැන මිනිස්සු ගැන https://t.co/D63Ij0vcHA,Neutral
මිනිස්සු විස කෑවත් අදාල නැති ප්‍රමිති ආයතනයේ කුප්ප කල්කිරියාව විගණන වාර්තාවකින් එළියට! https://t.co/mfesmfVx37 @nimilamalee @munza14,Neutral
"අපේ සමහර මිනිස්සුත් අර අමුතු ඇටේ ජීවත් වෙන සමහර අය වගේ, තමන්ගෙ රටේ කන්න බොන්න නැතුව පෝලිම් වල මිනිස්සු මැරිලා යනවා.… https://t.co/ypjx6Arcnt",Neutral
"අඩු ආදායම් ලාභීන්ට දෙන 5000 රජයේ හා පෞද්ගලික අංශයේ සේවකයින්ටත් දුන්නොත් නරකද ස"" ඒ මිනිස්සු ත් මෙි දවස්වල අමාරැවෙන් ජිවත් වෙන්නේ..@GotabayaR",Neutral
ජීවිතේ සමහර දේවල් තියෙනවා මිනිස්සුන්ගේ වෙනස්වීම් එක්කම ඒ දේවල් වෙනස් වෙනවා... තමන්ගේ විතරක් උනු දේවල් වෙන කෙනෙක් අර… https://t.co/y7fGe0dzYa,Neutral
"වංචාවක් හොර ජාවාරමක් වුනත් හරියට තිතට කරපන්.
දකින දකින එකා
""මූ මේ දාඩිය මහන්සියෙන් හම්බ කරපුවා""
කියන තැනට එනකල්ම ප… https://t.co/aU7arziF2p",Neutral
ලෝකෙ ප්‍රධාන ආගම් හේතුවෙන් මිනිස්සු මැරිලා තියෙන ප්‍රමාණ ගත්තොත් ක්‍රිස්තියානි &gt; ඉස්ලාම් &gt; හින්දු &gt; බෞද්ධ එහෙම බැලු… https://t.co/7xCCGmCdst,Neutral
ස 2019 මිනිස්සු රැවට්ටුවේ මේ වගේ 🥴 https://t.co/AT2TS7PcxW,Neutral
හොරකම් මැරකම් කරල අනුන්ගෙ දේවල් ගන්නවට වඩා දහස් ගුණයකින් මේ වගේ දේයක් කරල හම්බ කරගන්න මිනිස්සු වටිනවා.❤️ https://t.co/kzSqfJE4u1,Neutral
"#ලංකාවේ_විත්ති
වත්කම සල්ලි විදියට තියෙන නිසා අපරාදේ කියලා හැමෝම රත්තරං ගන්න කියනවා..

රත්තරං මිල ඉතාම ඉහළයි මේ දවස්… https://t.co/mYMeMNIiYb",Neutral
@SamaliSenevi අර සංගංවලින් කරන වැඩ මෙළෝ තේරුමක් නැති පුස් වැඩ ය කියලා හිතෙන්නෙ නැද් ද? අවසාන වශයෙන් මිනිස්සු එකතු ක… https://t.co/4xKz1YCCJ4,Neutral
"සමහර මිනිස්සු අපෙන් ගොඩාක් දුරින් හිටියත්,එයාලට පුළුවන් අපිව අපේ ළඟම ඉන්න අයට වඩා සතුටින් තියන්න..❤
#TuTuGiRl❤",Neutral
"භාණ්ඩ හිඟය ගේමක්ලු.මිනිස්සු බඩගින්නේ, දුර්වල කරලා, රට පාවා දෙන්නලු හදන්න... https://t.co/aRenhq3QW7 via @YouTube",Neutral
"""මිනිස්සු තෙල් පෝලිමේ දුක් විදින්නේ ආසාවටද"" 
දරුවෝ බඩගින්නේ/ත්‍රී වීල් එක දුවන්න විදියක් නෑ 😢 https://t.co/F9iizTHzqu",Neutral
"මේ ලෝකේ මිනිස්සු කොටස් 3 ක් ඉන්නවා,

1 වල් සමිත් ගැන කතා කරන උන්

2 වල් සමිත් ගැන කතා කරන උන් ගැන කතා කරන උන්

3 ව… https://t.co/X5v95mpYKc",Neutral
"අපි ඉන්නෙ simulation එකක.
බුදුහාමුදුරුවෝ ඒක අඳුරගත්තා.
මිනිස්සු අතිවිශාල ප්‍රමාණෙන් සියදිවිනසාගෙන simulation එකෙන්… https://t.co/wIpBM7whF8",Neutral
"සමහර මිනිස්සු ඉන්නවා යාලුකමට කියලා කතා කරන්නෙ, ඒ උනාට ඒ අතරතුර පුලුවන් තරම් උත්සහ කරන්නෙ අඳින පලඳින එකේ, ඉන්න විදි… https://t.co/hiulYwzklJ",Neutral
තමන්ගේ බලය තව අවුරුදු කිහිපයක් තියාගන්න රටේම අවුරුදු සීයක විතර අනාගතය බිලිදෙනකොට ඉස්සෙල්ලම වන්දිය ගෙවන්නේ මේ වගේ අස… https://t.co/QsZFkOfF3j,Neutral
බැදීම් ලස්සනයි සිත් දෙකේ මිනිස්සු හමු නොවන දාක:|🗣️🍃,Neutral
"මම මෙච්චර තොරතුරු හෙව්වා... ඇත්ත නැත්ත හෙව්වා... කිසිම විදිහකින්, කාගෙන්වත් මර්ණ තර්ජන ඇවිත් නෑ... 😂😂😂

ඇයි එහෙම ම… https://t.co/YRRPCUrMa8",Neutral
"ගොඩාක් youtube එකට, තොරතුරු දෙන අය බාගෙට තොරතුරු දීලා නවත්තනවා...

කියන්න බෑලු, බයලු... 😂😂😂

මම නම් සමහර දේවල් කිය… https://t.co/tsQzFht1GQ",Neutral
"අපි මැරෙන්න ජීවත් වෙන මිනිස්සු නෙවෙයි
ජීවත් වෙන්න මැරෙන මිනිස්සු🍂",Neutral
රස්සාවෙන් විලාසිතාවෙන් මිනිස්සු මනින්න බැ වෙන රටවල් වල නම්. ඒත් ලංකාවෙ පුලුවන්. පාරෙ කුනු අදින එකෙක් වලත්තයෙක් වෙන්… https://t.co/TgxAGLBCSn,Neutral
"| ඔබේ වටිනාකම් දන්න මිනිස්සු ඔබව අත් හරින්නේ නැත 😇❤️✊

 🥀",Neutral
රටට මෙහෙම වෙන බව කියූ බුද්ධිමත් මිනිස්සු අපේ සීයලාගේ ආච්චිලාගේ කාලේ ඉදලා මේ රටේ උන්නා. අපි ඒ මිනිස්සුන්ට වසර දෙදාහ… https://t.co/v8LEW0AFp0,Neutral
ඇයි මිනිස්සු මේ වාගේ දේවල් හදන්නේ 🖤🤔 https://t.co/nzJunU4xvK,Neutral
"හිතාගන්න බැරි විදියට ලං වෙනවා
නොකියාම ඈත් වෙනවා
හේතුවක් නැතුව එපා වෙනවා
ආපහු මුල ඉඳන් පටන් ගන්නවා...
#මිනිස්සු",Neutral
"2022.03.28 Mon 空
කිසිම දෙයක් කරන්න බැරි, නොකර ඉන්න මිනිස්සු වැඩි වෙන තරමට අනුන්ට විහිලු කරන, පහත් විදියට බලනවා… https://t.co/zX62RFJUyb",Neutral
"මිනිස්සු හැමතිස්සෙම හොයන්නෙම හිතේ සැනසීම ඒ උනාට හම්බෙන් නැත්තෙම ඒ සැනසීම...😌🐒

#හා_නැද්ද",Neutral
"බැඳීම් වලට වඩා වටින්නේ ඒ මිනිස්සු එක්ක ගෙවපු සමහර මතක.

#සමහරදේවල්එහෙමයි",Neutral
"එක පාරක් ආදරේ නිසා රැවටුනාම තව පාරක් ආදරේ ගැන විශ්වාසයක් තියාගන්න බැ .😌

මිනිස්සු දැන් ගොඩක්ම අවස්ථාවාදී.😌",Neutral
සුද්දෙක් ගමකට ගියාම ගං වල මිනිස්සු ගෙදර තියන කොස් ගෙඩිය පවා පූජා කරන්නෙ මනුස්සකමට වඩා සුදුහම දැක්කම හිත යටින් කුයික් වෙන වහල් කමට,Neutral
"ඉස්සර වගේ නෙවෙයි අදාළ නැති මිනිස්සු බ්ලොක් කරන්න දෙපාරක් තියා එක පාරක් වත් හිතන්නේ නෑ. 
#මංඑහෙමතමයි 💯",Neutral
"සහකම්පනය නැති මිනිස්සු ...
පිවිසෙන්න &gt;&gt;&gt; https://t.co/D3zRxJHq4t
#Lakfm #Lak_Fm #LakFm_News #News_LakFm… https://t.co/Azkgosi7X4",Neutral
"ගොඩක් මිනිස්සු දාගෙන ඉන්නේ වෙස් මුහුණු...
එ එකක් නෙවෙයි ගොඩක්...
ඔවුන්ගේ වෙස් මුහුණු අපි එකින් එක ගලවද්දි ඇත්ත මූන කොහොමද ???🤷",Neutral
"අපි විනාඩියට ගනන් බලන මිනිස්සු හරිතේ

#7DREAMonGlitchMode
#ඩීසල්_නැත්තම්_ආදරේ_ගහපල්ලා
#NctDream_GlitchModeබජව්ව… https://t.co/ijRguUCDBD",Neutral
මූලික අවශ්‍යතා සපුරා ගැනීමට අමාරු උනාම තමා මිනිස්සු වෙනස් වෙනවා..🤔 ඒ වෙනස වැඩි ඈතක නෙවෙයි .. 🙁,Neutral
"අයියලා මල්ලිලා මේ දවස්වල බේරෙන්න කියන වචනය ""පුනර්ජනනීය බලශක්ති"" 

😁 

මිනිස්සු අන්දන්න මරු ඩයල් ටික !",Neutral
"බීජින්, ශැන්හයි ඉන්න මිනිස්සු කුන්මින්ග් නොදියුනු නගරයක් කියලා කියන්නෙ. ඒ උනාට මට නං කුන්මින්ග් සුරපුරයක්. 
I ❤️ 昆明",Neutral
"සමහර මිනිස්සු අපෙන් ගොඩාක් දුරින් හිටියත්,
එයාලට පුළුවන් අපිව, අපේ ළඟින්ම ඉන්න අයට වඩා සතුටින් තියන්න... 💛🌻",Neutral
ජීවිතේ අමාරු තැන් වලින් ගොඩ එන්න මිනිස්සු කාගේ හෝ අතක් පැතුවට සමහර අයට ඕනෙ උනේ එකම එක හිතක්... 🖤,Neutral
මේරටට කරපු විනාසෙ බැසිල් මහින්ද ගොඨා උබලගේ දරුවන්ටත් මිනිස්සු ඉල්ලන හෙන ... https://t.co/0dynSkxAJ3 via @YouTube,Neutral
කැහි ගෑනි දීලා හොටු ගෑනි ගන්න මිනිස්සු සූදානම් නෑ - මහින්දානන්ද https://t.co/V0smy2MaT5,Neutral
"හිතේ විශ්වාසය 
වැඩිපුර තියෙන මිනිස්සු 
ජීවිතේ දැකපු හීන 
හැබෑ කරගන්නවා 
තමන්ගේ ආදරයත් රැකගෙන.....

❤️🌍🥰",Neutral
'අපිට හිඟාකන්න වෙලා තියෙන්නේ මිනිස්සු හයර් යන්නේ අඬ අඬා'' https://t.co/CYejaOyVDb via @YouTube,Neutral
තමන්ට අත්‍යවශ්‍ය දෙයක් ගන්න පෝලිමේ ඉදලා මැරෙන මිනිස්සු ඉන්න රටක ජනාධිපති කෙනකුගේ වේදනාව. #gotagohome @GotabayaR sha… https://t.co/RiXZ8hXG4L,Neutral
විසඳුම් සෙවීම පැත්තක තියමු. සමහර මිනිස්සු තමන්ට තියෙන ඇත්ත ප්‍රශ්නෙ මොකද්ද කියල වත් දන්නෙ නෑ. 🤦‍♂️,Neutral
මිනිස්සුන්ගෙ අහින්සක නූගත්කමේ හේතුවට පාලකයන්ට බැනල පලිගහල වැඩක් නෑ.. මිනිස්සු ඒ තරමටම නූගත් වෙන්න හේතුවත් ඒකමයි...… https://t.co/D6ymyyaTsD,Neutral
"මිනිස්සුනම් අද එයි හෙට යයි හැබැයි සල්ලි එහෙම නැ එෆ්ඩි එකක් දැම්මොත් යන්නෙ නැතුව පැටව් ගගහා ඉදියි...

ඒක නිසා මිනිස්… https://t.co/10iGuDGBNe",Neutral
"මිනිස්සු පෝසත් වෙන්න ඕන
මහත්මා ගති වලින් 🖤",Neutral
මිනිස්සු හැමෝම සතුටෙන් ඉන්න්වනම් ඒක සතුට නෙමෙ නේද? මොකද එතකොට ඒ තියෙන ලෙවල් එක දුක වෙනවා ආයේ සතුට ගන්න ඕනනම් දුක ති… https://t.co/fCUZ5v9Nwe,Neutral
ඔයකට නාන්න ගිහින් බාල්දියකින් නාල ආපු මිනිස්සු බන් අපි 😂,Neutral
ඉස්සර මේ දේවල් වෙන රටවල් වල වෙනවා දකිද්දී පට්ටම අවුලෙන් මෙව්වා දිහා බලපු මිනිස්සු අපි. කොච්චර හිනාවෙලා එක එක දේවල්… https://t.co/QBx8SzYACx,Neutral
"මේ ලෝකේ මිනිස්සු දෙවර්ගයයි.

1) කන්දෙගේ යාළුවෝ වෙන අය
2) කන්දෙගේ යාළුවෝ නොවෙන අය",Neutral
"#beyourself කියලා කිව්වට,
මිනිස්සු හොයන්නෙම අනුන්ගේ ගැන .🥱😆",Neutral
"අතීතය හැමෝගෙම මහා ලොකු ලස්සනක් නෑ... මොකද අපි හැමෝම අත්දැකීම් වලින් ජීවිතේ හදාගන්න මිනිස්සු...

කෙනෙක්ගේ අතීතය පිළි… https://t.co/yWyHxFYJSz",Neutral
"ඇයි මුන් ලංකාවේ මිනිස්සු මෙච්චර මෝඩයි කියලා හිතන් ඉන්නේ 🤔😅
#GoHomeRajapaksas #GoHomeGota https://t.co/TACsTpNRmi",Neutral
"ඉස්සරහ ගෙදර මනුස්සයා ඇඟට එනකොට මගඇරිය තරහට,ගෙදරට පිටස්තර මිනිස්සු ගෙන්නලා මම පාටිදානවා කියලා පොලීසියට පැමිණිල්ලක්… https://t.co/YKf2NyH4Un",Neutral
සහන දෙන්නෙ ඡන්ද ගන්න මිනිස්සු සහන ඉල්ලන්නෙ නැ ගෑස් ටික අත්‍යවශ්‍යය බඩුටික සපයපියව් මුන් යන්නෙ කොහෙද මල්ලෙ පොල්,Neutral
සමහර මිනිස්සු හරි ඉක්මනට ලේබල් ගහන්න දක්ෂයි. 😂🤌🏾,Neutral
"අඩුම ටිකට් රුපියල් හයධාහක් නෙමෙ විසිතිස්දාහ දීල බලන සෝත් කොළඹ තිබුන..තියෙනවා.
සෝ තියෙනවා මිනිස්සු බලනවා ඕව මැජික්… https://t.co/nXOEMhC6uX",Neutral
"අපි ගම්පහ දිස්ත්‍රික්කෙ මිනිස්සු 
එක නිසා කොලඹ ප්‍රශ්න අදාල නෑ 
😌🖐️",Neutral
සිරාවට කිව්වොත් මේ රටේ සල්ලි නැ ආර්තිකය වැටිලා කියන එක බොරුවක් කියන තරම් මගුලක් වෙලා නැ සල්ලි තියන මිනිස්සු මේ රටේ… https://t.co/Qsn1JuxI7l,Neutral
"ලැබිය යුත්තාට ලැබීම! ♥️

හැබැයි ස'ටයි නාකි මයිනටයි පස්සෙ මිනිස්සු හොරෙක්ට ආදරේ කලා නම් ඒ බණ්ඩට තමා 😌🫢

#lka… https://t.co/COMvpziZ4K",Neutral
ධනාත්මක මිනිස්සු https://t.co/Vt8RyjRZjJ,Neutral
"උන්ගෙන් ණය අරන්, උන්ටම ගෙවනවා...
මුන් නම් මිනිස්සු වෙන්න බෑ 😅 https://t.co/7odr9WgEgb",Neutral
"සමහර වෙලාවට මිනිස්සු තනියම ඉන්නේ ඔවුන්ට ආදරය බැදීම් අවශ්‍යය නැතුව නොවේ, බොරු ආදරේට බොරු බැදීම් වලට රැවටිලා ඒවට තියෙ… https://t.co/Xqnnwg1Uhj",Neutral
"කරපු දහසක් හොඳ දේ ගැන කතාකරන්න මිනිස්සු නැති උනාට
වුන එක වැරැද්දක් ගැන කතාකරන්න දහසක් ඉන්නවා.

#හිතටවදිනවදන්",Neutral
"අතේ දුරින් තියාගන්න ඔනි මිනිස්සු
උස්සල කරෙන් තියාගත්ත
අපිම තමා වැරදි",Neutral
"මාස්ක් 10ක් රු 100යි, ඔව් ඔරිජිනල් එක' #Kandy #Maske
මේක පුදුම මිනිස්සු ඉන්න රටක් #srilanka #COVID19 @CovidSl… https://t.co/jeb0VTa2U8",Neutral
"වෙන රටවල රට මෙහෙම පාලකයන් කැවා නම් උන්ව මිනිස්සු ගෙදර යවනවා ...මෙහෙ පොලිම් වල බජව් දානවා ,පොලිමේ සෙල්ෆි ගහනවා , පොලිමේ දන්සැල් දෙනවා 😂💔",Neutral
සමහර වැදගත් මිනිස්සු නොවැදගත් මිනිස්සු අතින් market උනාම අර වැදගත් එකාවත් එපා වෙනවා 💁‍♂️💔,Neutral
"ගම්මන්පිලයි වීරවංසයි කොච්චර දක්ශද කියනව නම් අද වෙද්දි ලංකාවම දන්නව “අවලස්සන ඇමරිකනුවා"" කියන්නෙ කවුද කියල. ගැලරියට ක… https://t.co/tHAe7QUpN9",Neutral
ධනාත්මක මිනිස්සු! ❤️✌️ https://t.co/eGUkH4UelC,Neutral
"ගිනි කූරු වලට පෙර, ලංකාවේ මිනිස්සු ලිප පත්තු කරේ කොහොමද කියලා දන්නවා ද? ගැස් ලිප කරකෝලා.",Neutral
සුන්දර මිනිස්සු හමුවිම සතුටක් නොවනතාක් කල් ඔබට අසුන්දර මිනිස්සුන් හමුනොවේ 💔🥀,Neutral
"බැඳීම් අතහැරුණු හැමෝම මැරුණනම් 
මේ මහපොළොවේ අද 

මිනිස්සු කියලා ජාතියක් නෑ😔😔😔",Neutral
ජපානේ මිනිස්සු රටේ ගැටලුවකදී ප්‍රතිචාර දක්වන විදිය https://t.co/0WbuTAOqdB,Neutral
"Road to EMF එකේ Youtube Live එකේ පට්ට ආතල් ටිකක් යනවා 

""සිංදු කියන්න එකෙක්කුත් නැ සංගිත භාණ්ඩ ගහන්න කවුරුත් නැ.. C… https://t.co/wP2Uz7jqh9",Neutral
"ගිය සතියේ වත්තල ෆ්ලෑශ් බෑක් ගැහුවා..
මිනිස්සු පෝලිම්වල දුක්විඳිනව කියල කවුරුත් මතක් කලේ නෑනෙ..",Neutral
#RoadToEMF එක අස්සේ මිනිස්සු #GoHomeGota කියලා කෑගහනවා 😂♥️,Neutral
අලි මිනිස් ගැටුමට මැදි වූ ගල්කිරියාගම මිනිස්සු https://t.co/kAER4ok9ap via @Rata.lk,Neutral
"මේ රටේ අසරණ මිනිස්සු ආයෙත් ඡන්දයක් එනකං කට ඇරං බලන් ඉන්නවා...
මේ දූෂිත සිස්ටම් එක වෙනස්වෙයි කියල...
මේ මැතිවරණ ක්‍ර… https://t.co/aDLHMdlJSj",Neutral
"196/2 වගන්තියෙ අනුව මුකුත් බෑ පෝට් සිටියෙ පාටි දාන්නත් බෑ,මිනිස්සු අසරණ වෙලා ඉන්නේ 🥴",Neutral
"මිනිස්සු පාරට බහින්නෙ නෑ කියල නාහෙන් අඩන අයගෙන් අහන්න තියෙන්නෙ? 
අවුරුදු 70+ අපෙ උන් පාරට බැහැලා උස්සන් ආපු නායකයො ටික කොහොමද? දැල් සැපදැ?",Neutral
ලංකාව ආසියාවේ ජැමෙයීකාව බවට පත් වෙමින් පවතී. වැට ගහපු රිසෝට් එකට යනකම් සුද්දෝ රටේ දුප්පත් කම බලමින් දාර ආතල් එකක් ග… https://t.co/RDFRmOxJBh,Neutral
"හිත් කියවන්න පුළුවන්නං මිනිස්සු මෙච්චර අසරණ වෙන්නෙ නෑ.
නංගි ඔයාගෙ අදහස් වලට තමයි මම ආසම කියද්දි.. ""මේකිගෙ මරු ඇග නේ… https://t.co/X6iMyNH2cE",Neutral
"රන්ජන් රාමණායකට මිනිස්සු කැමතියි.. 
කරුණාකරලා ඔහුගේ ආරක්ෂාව තර කරන ලෙස රජයට බලපෑම් කරන්න..

ඔහුට ලබා දෙන ආහාර පරීක්… https://t.co/YAdoLSrc7z",Neutral
ලංකාවෙ මිනිස්සු පැයකට දෙකකට හරි සතුටෙන් ඉන්නවා දකිනකොට දුක හිතෙන මිනිහෙක්ගෙ ට්වීට් එකක්. https://t.co/xk1IfjpeXu,Neutral
"පොලු කෑල්ලක් අරගෙන මේ දරුවට තර්ජනේ කරන ගුරුවරයා කරන්නෙ ළමා හිංසනයක්. බියවැද්දීමක්.
කොහොමත් ඉස්කෝලෙ ඇතුලෙ ළමයින්ව වී… https://t.co/vemTp3nnE7",Neutral
හිත් කියවන්න පුළුවන්නං මිනිස්සු මෙච්චර අසරණ වෙන්නෙත් නෑ.තවත් කාටවත් රැවටෙන්නේ නෑ.,Neutral
"අද ඔක්කොම කාලා,බිලා,ගමන් ගිහින් තියෙන්නේ වැලිකුඹුරගෙන් අහලා @Welikumbura මෙහෙමත් නෝන්ඩ්යක්..මිනිස්සු තමන් හම්බ කරන… https://t.co/AwXXOrZgE0",Neutral
"මම නම් කියන්නේ, රටේ නායකයෙකුට, ඇමතිවරයෙකුට රටේ මහජන මුදල් හොරකම් කල බවට නඩු-හබ තියෙනවානම් ඒවා ඉක්මනට අයින් කරලා එයා… https://t.co/WuIb01l1Cc",Neutral
"වෙන කරන්න දෙයක් නැතිම තැන ජූනි හෝ ජූලි මාස ඇතුලත මිනිස්සු පාරට බහින්න ගන්නවා. 

ඊට පස්සෙ අරුන් ටික වෙන රටකට පනිනවා.… https://t.co/bDSPUE7MuQ",Neutral
රටක් තියෙනව. ලස්සන පොඩි රටක්. හැබැයි අවුලක් තියෙනව. හරිනම් දැන් හිරේ ඉන්න ඕන කීප දෙනෙක් ඒ රට පාලනය කරනව. තව ඒ වගේම… https://t.co/jNtD9UOHhK,Neutral
"දැක්ක දේ දැක්ක තැන
තියලා නොගියාම,

ඇසුව දේ ඇසුව තැන
තියලා නොගියාම,

දැනුන දේ දැනුන තැන
තියලා නොගියාම,

දැ⁣නගන්න දේ… https://t.co/MSmub25yss",Neutral
"මේ රටේ අසරණ මිනිස්සු ආයෙත් ඡන්දයක් එනකං කට ඇරං බලන් ඉන්නවා...
මේ දූෂිත සිස්ටම් එක වෙනස්වෙයි කියල...
මේ මැතිවරණ ක්‍ර… https://t.co/OcSPzV77Lr",Neutral
මම @sajithpremadasa සජිත්ට දේශපාලනයෙදී කැමති නැහැ. නමුත් මේ හදුන්නෙති කියන එක ඇත්තනම් සජිත් අඩුවට මහජන මුදලින් දෙන… https://t.co/F36b8P7UaS,Neutral
"මිනිස්සු දිනන්න ආසයි
ඔබ අවසන් ඉලක්කය තීරණය කර නොමැති නම්, ඔබට ජයග්රහණය කිරීමට අවස්ථාවක් නොමැත 🥺😌",Neutral
#lka #srilanka @GotabayaR @PresRajapaksa @PodujanaParty @sjbsrilanka @anuradisanayake @sajithpremadasa… https://t.co/3uH0vbVrpc,Neutral
"රටම ගිණි අරගෙන. මිනිස්සුක්ට කන්න නැහැ බොන්න නැහැ. රටේම ජනතාව; ගෑස්, තෙල්, කිරිපිටි, හාල්, පරිප්පු, සීනි, මස්, මාළු… https://t.co/bmTzxKWpoD",Neutral
"""ලෝකය වේගයෙන් දියූණු වෙනවා, ඉක්මණට තීරණ ගන්න ඒකාදිපතියෙක් ඕනේ"" කියනා දෙයට රැවටෙන්න එපා. මිනිස්සු අවුරුදු මිලියන ගාන… https://t.co/YkUrtKAnWB",Neutral
"ඉන්දියාවේ හරිහපන් නායකයෙක් උන්නා නම්, පකිස්තානේ එක්ක කතා කරලා, තියන පොඩි පොඩි ප්‍රශ්ණ ටික අද විසදාගන්න තිබුනා. ඉම්… https://t.co/aPGfjDacLN",Neutral
අපි අපේ සල්ලි වලට විතරක් නෙමෙයි අනිත් මිනිස්සු උන්ගෙ සල්ලි වියදම් කරනවටත් ලෝභ ජාතියක් 😊😊😊,Neutral
"මේ ලෝකේ සමහර මිනිස්සු ඉන්නවා .. මට කිසිම වරදක් කරලා නෑ..හැබැයි මම උන්ට කැමති නෑ..මම දන්නවා ඒක නරක දෙයක් ,but i cant help it ..!!🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴",Neutral
"වෙනදා NATO සමුලුවක් තිබ්බාම ඒ රටවල යුද විරොදී උද්ගෝශන තියලා ගම දෙක කරනවා මැක්ඩොනල්ඩ් ගිනි තියෙනවා. අද මිනිස්සු, ජය… https://t.co/4iRz2KiEax",Neutral
මිනිස්සු තමන් වටේ ඉන්න අයව අමුවෙන් බාර නොගැනීම කියන්නෙම ලොකු අවුලක්.දවසක ඒ හේතුවම ජීවිතවල මහා අවුල් ජාලාවක් ඇති කරන… https://t.co/fVx7buSPLq,Neutral
"රටේ ඉන්න දූෂිතම මිනිස්සු පාලකයන් ලෙස පත් කර, ඔවුන්ට රටේ සම්පත් කොල්ලකා,කෝටි ප්‍රකෝටි ගණන් මුදල් මංකොල්ල කන්න ඉඩතබා… https://t.co/Q1cDluKt2q",Neutral
ඇමරිකාවෙ මිනිස්සු පෙට්‍රල් ලීටරේට මම හිතන්නෙ රු.500 වගේ ගානක් ගෙවනවා. ඉතින් අපිත් ඒ වගේ වෙන්න එපැයි. නැත්නම් ඇමරිකා… https://t.co/ZBlKUiNMlw,Neutral
හිට්ලර් පකයෙක්. හැබැයී ඌ එංගලන්තෙටවත් ගැහුවේ නැහැ මෙහෙම. හිට්ලර් පරණ බිල්ඩින්නුත් බේරුවා. පූටීන් පිස්සු හුත්තෙක්නේ.… https://t.co/8NpxrODOXK,Hatespeech
"සමහර හිත් රිදීම් තියෙනවා
කවදාවත් වචනෙකට පෙරලන්නත් 
බැරි ඉමෝජියකට සීමා කරන්නත්
බැරි 'එතනදි මිනිස්සු මාර අසරණයි'

✋💔🙂",Neutral
"පැය 24 ම කරන්ට් නැති වුනොත්
කමක් නෑ කුප්පි ලාම්පු පත්තු කරන්
ඉමු කියන තරමට මිනිස්සු ගල් වෙලා
පක්ෂ මිනිසුන් බෙදා වෙ… https://t.co/TuT1e9CXYx",Neutral
